key,zh_text,en_translation
evt_js_events_exploration_js_197,⚔️ 遺跡的守護者甦醒了！,
evt_js_events_exploration_js_198,💀 一個強大的精英敵人向你發起攻擊！,
evt_js_events_exploration_js_207,⛺ 你遇到了一個遊牧民族的營地...,
evt_js_events_exploration_js_22,${t('treasureJackpot')} ${finalGold} ${t('goldCoins')},
evt_js_events_exploration_js_220,🏕️ 遊牧民熱情地接待了你，提供食物和休息。,
evt_js_events_exploration_js_223,HP +${hpGain}，體力 +${staminaGain},
evt_js_events_exploration_js_223_1,HP +${hpGain}，體力 +${staminaGain},
evt_js_events_exploration_js_228,🎁 遊牧民贈送你一件 ${newItem.name}（已加入背包）,
evt_js_events_exploration_js_228_1,🎁 遊牧民贈送你一件 ${newItem.name}（已加入背包）,
evt_js_events_exploration_js_22_1,${t('treasureJackpot')} ${finalGold} ${t('goldCoins')},
evt_js_events_exploration_js_235,📖 遊牧民告訴你關於沙漠的古老傳說和秘密。,
evt_js_events_exploration_js_236,獲得 ${xp} 經驗值和 ${gold} 金幣。,
evt_js_events_exploration_js_236_1,獲得 ${xp} 經驗值和 ${gold} 金幣。,
evt_js_events_exploration_js_238,⚔️ 這個部落對外來者不友善！,
evt_js_events_exploration_js_24,${t('goldLuckBonus')} +${Math.floor(baseGold * 0.15 * this.player.luck_gold)}）,
evt_js_events_exploration_js_24_1,${t('goldLuckBonus')} +${Math.floor(baseGold * 0.15 * this.player.luck_gold)}）,
evt_js_events_exploration_js_30,${t('treasureGood')} ${finalGold} ${t('goldCoins')},
evt_js_events_exploration_js_30_1,${t('treasureGood')} ${finalGold} ${t('goldCoins')},
evt_js_events_exploration_js_34,${t('treasurePoor')} ${gold} ${t('goldCoins')},
evt_js_events_exploration_js_34_1,${t('treasurePoor')} ${gold} ${t('goldCoins')},
evt_js_events_exploration_js_72,⚔️ 你在遺體旁找到了 ${this.formatItem(newItem)}！,
evt_js_events_exploration_js_72_1,⚔️ 你在遺體旁找到了 ${this.formatItem(newItem)}！,
evt_js_events_exploration_js_73,（已加入背包）,
evt_js_events_exploration_js_80,💰 你找到了 ${gold} 金幣和 ${newItem.name}！,
evt_js_events_exploration_js_80_1,💰 你找到了 ${gold} 金幣和 ${newItem.name}！,
evt_js_events_exploration_js_84,💰 你在遺體旁找到了 ${gold} 金幣。,
evt_js_events_exploration_js_84_1,💰 你在遺體旁找到了 ${gold} 金幣。,
evt_js_events_exploration_js_88,🕊️ 你為旅人默哀，但身上已經沒有任何有價值的東西了。,
evt_js_events_exploration_js_90,💨 遺體和裝備都已被風沙侵蝕，無法使用。,
evt_js_events_exploration_js_92,🦂 遺體周圍有毒蠍的痕跡，你謹慎地離開了，什麼也沒拿。,
evt_js_events_exploration_js_95,（小心離開時受到輕傷 -${damage} HP）,
evt_js_events_exploration_js_95_1,（小心離開時受到輕傷 -${damage} HP）,
evt_js_events_registry_js_41,⚠️ 事件執行發生錯誤,
evt_js_events_registry_js_41_1,⚠️ 事件執行發生錯誤,
evt_js_events_story_js_100,${t('curseGoldLoss')} -${goldLoss}！,
evt_js_events_story_js_100_1,${t('curseGoldLoss')} -${goldLoss}！,
evt_js_events_story_js_104,${t('curseHpLoss')} -${damage} HP！,
evt_js_events_story_js_104_1,${t('curseHpLoss')} -${damage} HP！,
evt_js_events_story_js_113,🐪 你遇到一支迷失的商隊！,
evt_js_events_story_js_114,商隊領隊焦急地說：「我們在沙漠中迷路了，你能幫助我們找到出路嗎？」,
evt_js_events_story_js_123,📍 你憑藉經驗，為商隊指出正確的方向！,
evt_js_events_story_js_124,💡 提示：在沙漠中，向前方通常能找到更多機會...,
evt_js_events_story_js_130,✨ 商隊感激不盡！獲得 ${goldReward} 金幣,
evt_js_events_story_js_130_1,✨ 商隊感激不盡！獲得 ${goldReward} 金幣,
evt_js_events_story_js_131,🧭 獲得「沙漠指南針」效果：接下來3次移動將顯示更詳細的方向資訊！,
evt_js_events_story_js_133,🛒 商隊願意與你進行特殊交易！,
evt_js_events_story_js_134,💰 他們以優惠價格出售稀有物品...,
evt_js_events_story_js_139,商隊提供：${rareItem.name}（稀有品質）- 只需 ${price} 金幣！,
evt_js_events_story_js_139_1,商隊提供：${rareItem.name}（稀有品質）- 只需 ${price} 金幣！,
evt_js_events_story_js_144,✅ 購買成功！獲得 ${rareItem.name},
evt_js_events_story_js_144_1,✅ 購買成功！獲得 ${rareItem.name},
evt_js_events_story_js_146,❌ 金幣不足，錯過了這次交易機會...,
evt_js_events_story_js_15,獲得祝福：金幣 +${finalG}（含金幣幸運加成 x${this.player.luck_gold}）。,
evt_js_events_story_js_155,⚠️ 你發現一座散發著不祥氣息的神殿！,
evt_js_events_story_js_156,神殿內部傳來陣陣低語...這裡可能藏著寶藏，也可能充滿危險。,
evt_js_events_story_js_15_1,獲得祝福：金幣 +${finalG}（含金幣幸運加成 x${this.player.luck_gold}）。,
evt_js_events_story_js_167,💎 你小心翼翼地探索神殿，找到了一個寶箱！,
evt_js_events_story_js_17,金幣幸運 -1（剩餘 ${this.player.luck_gold}）。,
evt_js_events_story_js_175,✨ 獲得 ${goldReward} 金幣 和 ${item.name}（${item.rarity}）！,
evt_js_events_story_js_175_1,✨ 獲得 ${goldReward} 金幣 和 ${item.name}（${item.rarity}）！,
evt_js_events_story_js_177,✨ 獲得 ${goldReward} 金幣！,
evt_js_events_story_js_177_1,✨ 獲得 ${goldReward} 金幣！,
evt_js_events_story_js_17_1,金幣幸運 -1（剩餘 ${this.player.luck_gold}）。,
evt_js_events_story_js_180,⚔️ 神殿守護者甦醒了！準備戰鬥！,
evt_js_events_story_js_181,💀 這是一個強大的精英敵人...,
evt_js_events_story_js_184,🌑 你觸發了神殿的詛咒！,
evt_js_events_story_js_195,⚠️ ${curse.desc}！HP -${hpLoss},
evt_js_events_story_js_195_1,⚠️ ${curse.desc}！HP -${hpLoss},
evt_js_events_story_js_199,⚠️ ${curse.desc}！體力 -${staminaLoss},
evt_js_events_story_js_199_1,⚠️ ${curse.desc}！體力 -${staminaLoss},
evt_js_events_story_js_20,獲得祝福：金幣 +50,
evt_js_events_story_js_203,⚠️ ${curse.desc}！失去 ${goldLoss} 金幣,
evt_js_events_story_js_203_1,⚠️ ${curse.desc}！失去 ${goldLoss} 金幣,
evt_js_events_story_js_205,💡 建議：前往綠洲或休息站恢復狀態...,
evt_js_events_story_js_207,✨ 神殿中傳來神秘的光芒...,
evt_js_events_story_js_208,🌟 這是古老神祇的祝福！,
evt_js_events_story_js_220,⚡ ${blessing.desc}！攻擊力 +3，防禦力 +2,
evt_js_events_story_js_220_1,⚡ ${blessing.desc}！攻擊力 +3，防禦力 +2,
evt_js_events_story_js_224,🍀 ${blessing.desc}！戰鬥幸運 +2，金幣幸運 +2,
evt_js_events_story_js_224_1,🍀 ${blessing.desc}！戰鬥幸運 +2，金幣幸運 +2,
evt_js_events_story_js_231,💚 ${blessing.desc}！HP和體力完全恢復，最大HP +${hpBonus},
evt_js_events_story_js_231_1,💚 ${blessing.desc}！HP和體力完全恢復，最大HP +${hpBonus},
evt_js_events_story_js_24,受到詛咒：HP -15,
evt_js_events_story_js_240,⚔️ 一群沙漠強盜突然出現，包圍了你！,
evt_js_events_story_js_241,💰 強盜頭目：「識相的話，留下一半金幣，否則別想活著離開！」,
evt_js_events_story_js_246,強盜們發現你身無分文，憤怒地發動攻擊！,
evt_js_events_story_js_262,💰 你決定支付 ${payment} 金幣作為「通行費」...,
evt_js_events_story_js_262_1,💰 你決定支付 ${payment} 金幣作為「通行費」...,
evt_js_events_story_js_263,🤝 強盜們拿到錢後滿意地離開了。,
evt_js_events_story_js_264,📍 臨走前，強盜頭目指向一個方向：「那邊有個好地方，算是給你的情報。」,
evt_js_events_story_js_266,🗺️ 獲得「強盜情報」：接下來2次移動有更高機率遇到好事件！,
evt_js_events_story_js_268,⚔️ 你決定與強盜戰鬥！,
evt_js_events_story_js_269,💡 戰鬥提示：擊敗強盜可獲得他們搶奪的財寶！,
evt_js_events_story_js_273,💨 你趁強盜不注意，成功逃脫了！,
evt_js_events_story_js_276,⚠️ 逃跑時掉落了 ${goldLoss} 金幣...,
evt_js_events_story_js_276_1,⚠️ 逃跑時掉落了 ${goldLoss} 金幣...,
evt_js_events_story_js_277,💡 提示：繼續向前方探索，尋找安全的地方。,
evt_js_events_story_js_279,😎 你展示了你的實力和裝備...,
evt_js_events_story_js_280,💪 強盜們被你的氣勢震懾，不敢輕舉妄動！,
evt_js_events_story_js_283,🏃 強盜們嚇得落荒而逃！,
evt_js_events_story_js_286,✨ 你在強盜營地找到 ${foundGold} 金幣！,
evt_js_events_story_js_286_1,✨ 你在強盜營地找到 ${foundGold} 金幣！,
evt_js_events_story_js_288,⚔️ 強盜頭目不服，向你發起挑戰！,
evt_js_events_story_js_298,🧩 你發現了一座古老的石碑，上面刻滿了象形文字...,
evt_js_events_story_js_299,這似乎是某種謎題，破解它可能會獲得獎勵。,
evt_js_events_story_js_32,👤 一個神秘的陌生人從沙丘後出現...,
evt_js_events_story_js_323,📜 石碑上的問題：${puzzle.question},
evt_js_events_story_js_323_1,📜 石碑上的問題：${puzzle.question},
evt_js_events_story_js_324,💡 提示：${puzzle.hint},
evt_js_events_story_js_324_1,💡 提示：${puzzle.hint},
evt_js_events_story_js_331,✅ 你憑藉智慧破解了謎題！答案是：${puzzle.answers[puzzle.correct]},
evt_js_events_story_js_331_1,✅ 你憑藉智慧破解了謎題！答案是：${puzzle.answers[puzzle.correct]},
evt_js_events_story_js_332,🌟 石碑發出金色光芒，地面出現一個寶箱！,
evt_js_events_story_js_344,🎁 獲得：${goldReward} 金幣、${item.name}（${item.rarity}）,
evt_js_events_story_js_344_1,🎁 獲得：${goldReward} 金幣、${item.name}（${item.rarity}）,
evt_js_events_story_js_345,📚 智慧提升：戰鬥幸運 +1，金幣幸運 +1,
evt_js_events_story_js_346,💡 解謎心得：保持探索精神，向不同方向前進會有不同發現！,
evt_js_events_story_js_348,❌ 謎題太過複雜，你無法解開...,
evt_js_events_story_js_349,⚠️ 石碑發出紅光，觸發了防禦機制！,
evt_js_events_story_js_354,💥 陷阱造成 ${trapDamage} 點傷害！,
evt_js_events_story_js_354_1,💥 陷阱造成 ${trapDamage} 點傷害！,
evt_js_events_story_js_355,💡 建議：提升幸運值可以增加解謎成功率。,
evt_js_events_story_js_363,🌴 你發現了一片隱藏的沙漠綠洲！,
evt_js_events_story_js_364,清澈的泉水、茂密的棕櫚樹...這是沙漠中的奇蹟！,
evt_js_events_story_js_374,😌 你決定在綠洲充分休息...,
evt_js_events_story_js_388,💚 完全恢復！HP和體力全滿！,
evt_js_events_story_js_389,⬆️ 最大HP +${hpBonus}，最大體力 +${staminaBonus},
evt_js_events_story_js_389_1,⬆️ 最大HP +${hpBonus}，最大體力 +${staminaBonus},
evt_js_events_story_js_390,✨ 獲得「綠洲祝福」：接下來5次移動，每次自動恢復少量HP和體力！,
evt_js_events_story_js_391,💡 探索提示：休息好後，可以大膽探索更危險的區域！,
evt_js_events_story_js_393,🔍 你決定探索綠洲周圍...,
evt_js_events_story_js_394,🌟 在棕櫚樹下，你發現了一個隱藏的寶藏！,
evt_js_events_story_js_408,💚 恢復 ${hpRecover} HP 和 ${staminaRecover} 體力,
evt_js_events_story_js_408_1,💚 恢復 ${hpRecover} HP 和 ${staminaRecover} 體力,
evt_js_events_story_js_409,🎁 獲得：${goldReward} 金幣、${item.name}（${item.rarity}）,
evt_js_events_story_js_409_1,🎁 獲得：${goldReward} 金幣、${item.name}（${item.rarity}）,
evt_js_events_story_js_410,💡 綠洲守護者的話：「勇敢的冒險者，繼續向前吧！」,
evt_js_events_story_js_412,🧘 你在綠洲邊緣盤坐冥想...,
evt_js_events_story_js_413,💫 沙漠的寧靜讓你的心靈得到昇華...,
evt_js_events_story_js_424,💚 恢復 ${hpRecover} HP 和 ${staminaRecover} 體力,
evt_js_events_story_js_424_1,💚 恢復 ${hpRecover} HP 和 ${staminaRecover} 體力,
evt_js_events_story_js_425,⚡ 冥想收穫：攻擊力 +4，防禦力 +3，戰鬥幸運 +2,
evt_js_events_story_js_426,🌟 你感受到內在力量的成長！,
evt_js_events_story_js_427,💡 智者的教誨：「力量來自內心，而非外物。」,
evt_js_events_story_js_430,🗺️ 探索建議：綠洲周圍可能還有其他秘密，多探索不同方向！,
evt_js_events_story_js_60,${t('strangerGiftGold')} ${gold} ${t('strangerDisappear')},
evt_js_events_story_js_60_1,${t('strangerGiftGold')} ${gold} ${t('strangerDisappear')},
evt_js_events_story_js_68,${t('strangerGiftItem')} ${this.formatItem(newItem)} ${t('strangerSmoke')},
evt_js_events_story_js_68_1,${t('strangerGiftItem')} ${this.formatItem(newItem)} ${t('strangerSmoke')},
evt_js_events_story_js_84,${t('combatLuck')} +${luckValue},
evt_js_events_story_js_84_1,${t('combatLuck')} +${luckValue},
evt_js_events_story_js_88,${t('goldLuck')} +${luckValue},
evt_js_events_story_js_88_1,${t('goldLuck')} +${luckValue},
evt_js_events_story_js_9,遇到古埃及神祇，獲得祝福或詛咒（隨機）。,
evt_js_events_story_js_92,${t('gainShield')} +${shieldValue},
evt_js_events_story_js_92_1,${t('gainShield')} +${shieldValue},
evt_js_events_travel_js_102,"${t('damageTaken')} -${hpLoss} ${t('hp')}, ${t('staminaLoss')} -${staminaLoss}",
evt_js_events_travel_js_102_1,"${t('damageTaken')} -${hpLoss} ${t('hp')}, ${t('staminaLoss')} -${staminaLoss}",
evt_js_events_travel_js_104,💀 你陷入流沙越來越深！,
evt_js_events_travel_js_109,危急脫困！HP -${hpLoss}，體力 -${staminaLoss},
evt_js_events_travel_js_109_1,危急脫困！HP -${hpLoss}，體力 -${staminaLoss},
evt_js_events_travel_js_113,✨ 在掙扎中摸到了埋藏的 ${gold} 金幣！,
evt_js_events_travel_js_113_1,✨ 在掙扎中摸到了埋藏的 ${gold} 金幣！,
evt_js_events_travel_js_122,🦂 你無意中闖入了毒蠍的巢穴！,
evt_js_events_travel_js_132,🏃 你小心地繞過毒蠍，成功避開了危險！,
evt_js_events_travel_js_134,😣 你被毒蠍蜇了一下！,
evt_js_events_travel_js_137,受到毒素傷害 -${damage} HP,
evt_js_events_travel_js_137_1,受到毒素傷害 -${damage} HP,
evt_js_events_travel_js_139,💀 多隻毒蠍攻擊了你！,
evt_js_events_travel_js_144,HP -${damage}，體力 -${staminaLoss},
evt_js_events_travel_js_144_1,HP -${damage}，體力 -${staminaLoss},
evt_js_events_travel_js_146,✨ 在躲避毒蠍時，你發現了牠們守護的寶藏！,
evt_js_events_travel_js_149,獲得 ${gold} 金幣！,
evt_js_events_travel_js_149_1,獲得 ${gold} 金幣！,
evt_js_events_travel_js_29,HP +${hpGain}，體力 +${staminaGain},
evt_js_events_travel_js_29_1,HP +${hpGain}，體力 +${staminaGain},
evt_js_events_travel_js_38,${t('sandstormDamage')} -10。,
evt_js_events_travel_js_38_1,${t('sandstormDamage')} -10。,
evt_js_events_travel_js_60,${t('mirageRecovery')} ${gold} ${t('goldCoins')},
evt_js_events_travel_js_60_1,${t('mirageRecovery')} ${gold} ${t('goldCoins')},
evt_js_events_travel_js_65,${t('staminaLoss')} -${staminaLoss},
evt_js_events_travel_js_65_1,${t('staminaLoss')} -${staminaLoss},
evt_js_events_travel_js_70,${t('obtained')} ${gold} ${t('goldCoins')},
evt_js_events_travel_js_70_1,${t('obtained')} ${gold} ${t('goldCoins')},
evt_js_events_travel_js_75,${t('damageTaken')} -${damage} ${t('hp')},
evt_js_events_travel_js_75_1,${t('damageTaken')} -${damage} ${t('hp')},
evt_js_events_travel_js_83,⚠️ 你踩到了流沙！,
evt_js_events_travel_js_92,💨 你迅速脫離了流沙區域！,
evt_js_events_travel_js_95,消耗體力 -${staminaLoss},
evt_js_events_travel_js_95_1,消耗體力 -${staminaLoss},
evt_js_mixins_DebugMixin_js_341,🛠️ Debug: 遊戲狀態已更新,
evt_js_mixins_DebugMixin_js_385,🛠️ Debug: 完全恢復,
evt_js_mixins_DebugMixin_js_392,🛠️ Debug: +1000 金幣,
evt_js_mixins_DebugMixin_js_403,🛠️ Debug: 升級,
evt_js_mixins_DebugMixin_js_411,🛠️ Debug: 敵人HP歸零,
evt_js_mixins_DebugMixin_js_413,🛠️ Debug: 目前不在戰鬥中,
evt_js_mixins_DebugMixin_js_446,🛠️ Debug: 獲得 ${game.formatItem(newItem)},
evt_js_mixins_DebugMixin_js_446_1,🛠️ Debug: 獲得 ${game.formatItem(newItem)},
evt_js_mixins_DebugMixin_js_453,🛠️ Debug: 強制開始戰鬥,
evt_js_mixins_DebugMixin_js_455,🛠️ Debug: 已在戰鬥中,
evt_js_mixins_DebugMixin_js_476,🛠️ Debug: 強制結束戰鬥,
evt_js_mixins_DebugMixin_js_478,🛠️ Debug: 目前不在戰鬥中,
evt_js_mixins_DebugMixin_js_486,🛠️ Debug: 進入金字塔,
evt_js_mixins_DebugMixin_js_488,🛠️ Debug: 已在金字塔中,
evt_js_mixins_DebugMixin_js_498,🛠️ Debug: 減少周目,
evt_js_mixins_DebugMixin_js_502,🛠️ Debug: 增加周目,
evt_js_mixins_DebugMixin_js_507,🛠️ Debug: 已重置周目與選角,
evt_js_mixins_DebugMixin_js_526,🛠️ Debug: 已選擇職業/血脈（來自遊戲UI）,
evt_js_mixins_DebugMixin_js_531,🛠️ 使用本地測試生成器開啟血脈選單,
evt_js_mixins_DebugMixin_js_537,🛠️ 無法開啟血脈選單（遊戲 UI 或生成器不存在）,
evt_js_mixins_DebugMixin_js_547,🛠️ Debug: 已清除選角與血脈,
evt_js_mixins_DebugMixin_js_571,🛠️ Debug模式已啟動 (Ctrl+Shift+D 關閉),
evt_js_mixins_DebugMixin_js_574,🛠️ Debug模式已關閉,
evt_js_mixins_DungeonMixin_js_15,⚡ 你踏入了金字塔深處...,
evt_js_mixins_DungeonMixin_js_16,🔺 金字塔副本開始！你有 8 步探險機會。,
evt_js_mixins_DungeonMixin_js_31,🌅 你走出了金字塔，回到了沙漠中。,
evt_js_mixins_DungeonMixin_js_32,金字塔副本完成！探索了 ${this.pyramidSteps}/${this.pyramidMaxSteps} 步。,
evt_js_mixins_DungeonMixin_js_32_1,金字塔副本完成！探索了 ${this.pyramidSteps}/${this.pyramidMaxSteps} 步。,
evt_js_mixins_NavigationMixin_js_167,🧭 沙漠指南針剩餘 ${this.player.compassEffect} 次使用,
evt_js_mixins_NavigationMixin_js_167_1,🧭 沙漠指南針剩餘 ${this.player.compassEffect} 次使用,
evt_js_mixins_NavigationMixin_js_169,🧭 沙漠指南針效果已消失,
evt_js_mixins_NavigationMixin_js_21,🌴 綠洲祝福：自動恢復 ${healAmount} HP 和 ${staminaAmount} 體力（剩餘 ${this.player.oasisBlessing} 次）,
evt_js_mixins_NavigationMixin_js_21_1,🌴 綠洲祝福：自動恢復 ${healAmount} HP 和 ${staminaAmount} 體力（剩餘 ${this.player.oasisBlessing} 次）,
evt_js_mixins_NavigationMixin_js_251,${t('youChose')} ${direction} ${t('direction')}🔺 ${t('pyramidExploration')}: ${this.pyramidSteps}/${this.pyramidMaxSteps} ${t('steps')},
evt_js_mixins_NavigationMixin_js_251_1,${t('youChose')} ${direction} ${t('direction')}🔺 ${t('pyramidExploration')}: ${this.pyramidSteps}/${this.pyramidMaxSteps} ${t('steps')},
evt_js_mixins_NavigationMixin_js_255,${t('youChose')} ${direction} ${t('direction')}${t('movedSteps')} ${this.map_steps}/${this.map_goal} ${t('steps')},
evt_js_mixins_NavigationMixin_js_255_1,${t('youChose')} ${direction} ${t('direction')}${t('movedSteps')} ${this.map_steps}/${this.map_goal} ${t('steps')},
evt_js_mixins_NavigationMixin_js_297,${t('branchSpecialEvent')}: ${branch},
evt_js_mixins_NavigationMixin_js_297_1,${t('branchSpecialEvent')}: ${branch},
evt_js_mixins_NavigationMixin_js_41,🏪 你感覺前方不遠處有驛站的氣息...,
evt_js_mixins_NavigationMixin_js_56,🗺️ 強盜情報：你感覺${targetDir}方似乎有好東西...（剩餘 ${this.player.banditInfo} 次）,
evt_js_mixins_NavigationMixin_js_56_1,🗺️ 強盜情報：你感覺${targetDir}方似乎有好東西...（剩餘 ${this.player.banditInfo} 次）,
evt_js_mixins_PersistenceMixin_js_102,"💾 遊戲已儲存！(等級 ${this.player.level}, 金幣 ${this.player.gold}, 時間 ${saveDate.toLocaleTimeString('zh-TW')})",
evt_js_mixins_PersistenceMixin_js_102_1,"💾 遊戲已儲存！(等級 ${this.player.level}, 金幣 ${this.player.gold}, 時間 ${saveDate.toLocaleTimeString('zh-TW')})",
evt_js_mixins_PersistenceMixin_js_105,⚠️ 儲存可能失敗，請檢查瀏覽器設定是否允許 localStorage,
evt_js_mixins_PersistenceMixin_js_123,❌ 找不到存檔！請先點擊「儲存」按鈕建立存檔。,
evt_js_mixins_PersistenceMixin_js_131,⚠️ 存檔資料損壞，將重新開始遊戲。,
evt_js_mixins_PersistenceMixin_js_143,📂 讀取成功！存檔時間：${saveDate.toLocaleString('zh-TW')},
evt_js_mixins_PersistenceMixin_js_143_1,📂 讀取成功！存檔時間：${saveDate.toLocaleString('zh-TW')},
evt_js_mixins_PersistenceMixin_js_147,⚠️ 存檔讀取失敗，將重新開始遊戲。,
evt_js_mixins_PersistenceMixin_js_166,🗑️ 存檔已清除,
evt_js_mixins_XPMixin_js_25,${t('gainedExp')} ${amount}。,
evt_js_mixins_XPMixin_js_25_1,${t('gainedExp')} ${amount}。,
evt_js_mixins_XPMixin_js_39,${t('levelUp')} ${this.player.level} ${t('hpStaminaRecovered')},
evt_js_mixins_XPMixin_js_39_1,${t('levelUp')} ${this.player.level} ${t('hpStaminaRecovered')},
evt_js_shops_js_259,"${t('soldItem')} ${item.name}, ${t('obtainedGold')} ${price} ${t('gold')}.",
evt_js_shops_js_259_1,"${t('soldItem')} ${item.name}, ${t('obtainedGold')} ${price} ${t('gold')}.",
evt_js_shops_js_290,❌ ${t('enhanceCost')},
evt_js_shops_js_290_1,❌ ${t('enhanceCost')},
evt_js_shops_js_313,✨ ${t('enhanceSuccess')} ${item.name} ${t('enhanceLevel')} +1 (${t('currentLevel')} +${item.enhanceLevel}),
evt_js_shops_js_313_1,✨ ${t('enhanceSuccess')} ${item.name} ${t('enhanceLevel')} +1 (${t('currentLevel')} +${item.enhanceLevel}),
evt_js_shops_js_318,💥 ${t('enhanceFailed')} ${item.name} ${t('enhanceLevel')} -1 (${t('currentLevel')} +${item.enhanceLevel}),
evt_js_shops_js_318_1,💥 ${t('enhanceFailed')} ${item.name} ${t('enhanceLevel')} -1 (${t('currentLevel')} +${item.enhanceLevel}),
evt_js_shops_js_347,"🍖 ${t('boughtFood')}, HP +${hpGain}, ${t('stamina')} +${staminaGain}",
evt_js_shops_js_347_1,"🍖 ${t('boughtFood')}, HP +${hpGain}, ${t('stamina')} +${staminaGain}",
evt_js_shops_js_71,"${t('blackMarketBought')}: ${offer.name} (${offer.rarity}), ${t('spent')} ${offer.price} ${t('gold')}.",
evt_js_shops_js_71_1,"${t('blackMarketBought')}: ${offer.name} (${offer.rarity}), ${t('spent')} ${offer.price} ${t('gold')}.",
evt_js_shops_js_79,${t('revealAttributes')}: ${attrs.join('  ')},
evt_js_shops_js_79_1,${t('revealAttributes')}: ${attrs.join('  ')},
evt_js_shops_js_87,${t('blackMarketLimit')} ${t('blackMarketEnd')},
evt_js_shops_js_87_1,${t('blackMarketLimit')} ${t('blackMarketEnd')},
evt_js_slotMachine_js_278,插槽結果： ${results.join(' | ')},
evt_js_slotMachine_js_278_1,插槽結果： ${results.join(' | ')},
exitPyramid,🌅 你走出了金字塔，回到了沙漠中。,
flee,逃離,
fleeFailed,逃跑失敗！敵人獲得一次攻擊機會！,
fleeSuccess,你成功逃離戰鬥！,
foodItem,食物（恢復30HP+15體力）,
foundArtifact,⚱️ 你在遺跡中找到了古代神器,
foundEquipmentOnBody,⚔️ 你在遺體旁找到了,
foundGoldAndItem,💰 你找到了,
foundGoldOnly,💰 你在遺體旁找到了,
front,前,
fullHealItem,完全恢復（HP+體力全滿）,
fullRestore,💊 完全恢復！HP和體力全滿！,
gainShield,獲得30點護盾,
gainedExp,獲得經驗值,
gainedExpAndGold,獲得經驗值和,
gainedGold,獲得,
gainedGoldLuck,獲得金幣幸運,
generic_bloodline_trigger_detected,觸發血脈效果（已偵測到 flag）,
godBlessingGold,獲得祝福：金幣,
godBlessingSimple,獲得祝福：金幣 +50,
godCurse,受到詛咒：HP -15,
godMet,遇到古埃及神祇，獲得祝福或詛咒（隨機）。,
gold,金幣,
goldCoins,金幣！,
goldCoinsEnd,金幣。,
goldCoinsText,金幣和,
goldGain,獲得金幣 {gold}（💰 x{count}，連擊 x{combo}）。,
goldLuck,金幣幸運,
goldLuckBonus,（金幣幸運加成,
goldLuckBonus2,（含金幣幸運加成,
goldLuckDecreased,金幣幸運,
goldLuckRemaining,金幣幸運,
heal,回復,
hintAbandonedItems,發現遺棄的物品,
hintAncientSign,發現古老的記號,
hintAncientTemple,發現古老的神殿,
hintBattle,聽見戰鬥的聲音,
hintBlackMarket,察覺到黑市的氣息,
hintBlackMarket1,周圍有人在暗中監視,
hintBlackMarket10,感覺這裡有違禁品交易,
hintBlackMarket2,聽到壓低的討價還價聲,
hintBlackMarket3,看見隱蔽的入口,
hintBlackMarket4,空氣中瀰漫著不法的氣息,
hintBlackMarket5,遠處有人影鬼祟地移動,
hintBlackMarket6,聞到珍稀藥材的味道,
hintBlackMarket7,地面有暗號般的記號,
hintBlackMarket8,傳來金屬碰撞的悶響,
hintBlackMarket9,看見蒙面人在交頭接耳,
hintBlackTent,看到可疑的黑帳篷,
hintCalm,一片平靜,
hintCampfire,看見營火的亮光,
hintCaravanBells,聽到商隊的駝鈴聲,
hintCaravanRest,看到駱駝商隊休息,
hintCaravanRest1,傳來樂器演奏的聲音,
hintCaravanRest10,前方有旅店的燈火,
hintCaravanRest2,看見晾曬的衣物,
hintCaravanRest3,聽到孩童的嬉鬧聲,
hintCaravanRest4,遠處有人在吟唱詩歌,
hintCaravanRest5,聞到烤麵餅的香氣,
hintCaravanRest6,看見駱駝在休憩,
hintCaravanRest7,營地升起裊裊炊煙,
hintCaravanRest8,傳來友善的招呼聲,
hintCaravanRest9,感受到溫暖的氛圍,
hintDanger,察覺到危險的氣息,
hintDarkSky,天色變得昏暗,
hintDeadTraveler,看到倒下的旅人,
hintDeadTraveler1,沙地上有人類的足跡突然中斷,
hintDeadTraveler10,散落的補給品半埋在沙中,
hintDeadTraveler2,看見破碎的水壺,
hintDeadTraveler3,風中飄來腐朽的氣味,
hintDeadTraveler4,遠處有禿鷹在盤旋,
hintDeadTraveler5,發現被丟棄的地圖,
hintDeadTraveler6,沙面露出白骨的一角,
hintDeadTraveler7,看見生鏽的武器,
hintDeadTraveler8,前方有遺留的營地痕跡,
hintDeadTraveler9,感覺這裡發生過什麼不幸,
hintDeepRoar,聽到低沉的吼聲,
hintDust,看到沙塵飛揚,
hintElite1,地面微微顫動,
hintElite10,前路散發著令人畏懼的威壓,
hintElite2,一股壓迫感撲面而來,
hintElite3,聽到沉重的呼吸聲,
hintElite4,前方有巨大的黑影籠罩,
hintElite5,空氣彷彿凝固了,
hintElite6,沙丘上有龐然大物經過的痕跡,
hintElite7,遠方傳來震耳欲聾的怒吼,
hintElite8,周圍的生物都逃離了這個方向,
hintElite9,感覺有什麼在注視著你,
hintEmpty1,前方只見無盡沙丘，風聲輕拂。,
hintEmpty2,四周一片寧靜，遠處傳來微弱的風聲。,
hintEmpty3,空曠的沙地，偶爾有鳥影掠過天空。,
hintEmpty4,遠處地平線上有微弱光影，或許值得靠近查看。,
hintEmpty5,沙面有稀疏腳印，顯示有人經過，但此處看似平靜。,
hintEmptyFallback1,前方平靜無驚，只有沙與風。,
